id;longitude;code_produit
242;45.774594800376;node/6412930607
243;44.7794509004878;node/5006054048
244;43.5496317005416;node/5421029025
245;44.1373067005275;node/1304750257
246;-21.3822103002671;node/5800951795
247;43.7832115005385;node/4665006749
248;49.0041491131966;way/422423902
249;43.5099798005418;node/8254629667
250;46.1602521021184;way/182511296
251;45.434304900421;node/661339928
252;45.5625563004048;node/2077719901
253;43.581470964762;way/75009470
254;49.8643035994834;node/2519754800
255;42.9508994346585;way/372691865
256;4.85875759015859;way/617277482
257;46.1444876947764;way/90602720
258;48.8816698997217;node/6328436875
259;45.123644400456;node/1546032609
260;49.0985022446069;way/131925806
261;43.6743914005404;node/7195562298
262;45.1459780004536;node/5823398722
263;47.9052309999602;node/1708635217
264;43.6065222005412;node/664073190
265;43.8236965505598;way/89325581
266;45.774468600376;node/5276880421
267;49.9299920984937;way/193013746
268;48.137374027282;way/358696725
269;50.4986343993444;node/8289210289
270;43.6472543005407;node/1608041282
271;45.1863571750161;way/160165245
272;47.8455726999742;node/1601756193
273;48.8893215997197;node/7888322734
274;49.1188268996629;node/4621282446
275;45.0507250004633;node/3084951648
276;48.8612153997267;node/8463717257
277;49.2537216996297;node/6986594990
278;47.813435531561;way/62630003
279;4.83996979951851;node/5612452848
280;49.0777837683975;way/101172123
281;43.6042760005412;node/660189656
282;49.0190893996876;node/2431087614
283;45.6382461003949;node/4041720064
284;48.1097850999114;node/4489587021
285;44.2032375005246;node/7277077693
286;46.5761191785222;way/48018816
287;48.7900341997444;node/7335714591
288;48.6522149084903;way/135612718
289;49.5089635995676;node/6191911186
290;45.7666794003771;node/6040295228
291;45.5994696004;node/1256919630
292;43.7078340005399;node/1922208876
293;45.7573969003784;node/2260878575
294;43.6033215005412;node/5961749946
295;48.8389239997323;node/5212871307
296;45.8251407003687;node/7415066609
297;43.5487030005416;node/5389564556
298;44.9243864004753;node/8263370450
299;45.695887274473;way/65528328
300;48.8331405997337;node/4711620397
301;45.7458768003801;node/8401696217
302;48.0018486999372;node/1998667971
303;43.6111855005411;node/4841249935
304;48.8467225997303;node/2306942521
305;45.5294029829515;way/53768509
306;44.9969960004685;node/5555942125
307;48.3859347998442;node/738042292
308;49.1682495940804;way/332390117
309;50.7126512993019;node/4540407197
310;48.2771489998708;node/8222638320
311;45.7356657147582;way/698596311
312;45.1850081004495;node/3101784098
313;50.6320106993176;node/4432645619
314;43.883264506349;way/45339044
315;43.6053568005412;node/5795723203
316;47.6560278000182;node/6327432584
317;48.6375132997822;node/2422522362
318;47.3227652000929;node/1377820226
319;47.8512780290396;way/358247693
320;48.8705856997244;node/4742210032
321;48.1043248999127;node/6283430529
322;44.836886700483;node/7161140212
323;48.1770009998951;node/6422003151
324;43.1494284005396;node/4450024491
325;43.0767510005383;node/3533758585
326;48.6870439997699;node/3485646210
327;14.8689279998918;node/3188632450
328;45.7312011003821;node/6517988616
329;48.8147715997382;node/2084076539
330;45.6252914941383;way/72963384
331;48.1045009999126;node/7062092138
332;44.3645387005163;node/5449350497
333;45.6058501105031;way/69320114
334;46.4702655300006;way/252160050
335;43.2026223669129;way/91340399
336;43.6021214592401;way/68079291
337;45.7862126003743;node/6012641210
338;46.7374369002136;node/6432194070
339;47.3748335000815;node/6482888619
340;48.7683865997498;node/1748905028
341;49.7368646995132;node/2152037643
342;50.5945391324411;way/478834487
343;48.1963735239921;way/135583805
344;48.376327305489;way/31412447
345;44.7171281004927;node/5114681490
346;46.4012936002758;node/809028951
347;47.8355572049211;way/61910188
348;49.8395685994892;node/1506555378
349;48.8469988997303;node/1403610360
350;44.8381219004829;node/3329834698
351;45.4484451004192;node/2787350416
352;48.9097975997147;node/7158606402
353;45.4797398004154;node/6512667910
354;48.8403965997319;node/1013351506
355;48.4621698998255;node/986043794
356;46.2902737002952;node/5306522243
357;50.6370304993166;node/5324533261
358;43.70058890054;node/3507436052
359;45.6759580003897;node/8117126297
360;49.4444582995832;node/7055512337
361;45.7497675003795;node/1257580861
362;42.6552265005249;node/5983530644
363;45.7197475003837;node/6070395208
364;49.3748628996001;node/4347032389
365;44.8583770004811;node/7073238539
366;48.7697494997494;node/2114895097
367;48.960914099702;node/5734978510
368;48.8662343997255;node/1858881733
369;48.8927573997189;node/959018319
370;47.7233149000027;node/3942486142
371;48.8154004997381;node/2388867793
372;48.815668799738;node/3181270775
373;46.5330114002521;node/1362747108
374;46.5827976201646;way/256864283
375;47.4484133000652;node/7489896666
376;46.6828122249307;way/84362537
377;47.7630154999935;node/3705429466
378;-17.7292897004818;way/481879103
379;46.466617365395;way/107596924
380;43.618318400541;node/5907780689
381;48.7330096997585;node/5095512617
382;42.0808960879344;way/66563085
383;50.7244866992997;node/5374684191
384;44.938488900474;node/2976070171
385;48.8544889997284;node/6765292540
386;44.3182526005189;node/1471820442
387;48.6992542997669;node/5577220373
388;49.1202977996626;node/8280924602
389;44.0642506005501;way/233688066
390;47.1361357001329;node/4737197789
391;45.8453126003658;node/2885690333
392;49.1870728996461;node/8026161333
393;45.7570764003785;node/5606383068
394;47.1715770001254;node/7375236553
395;48.1036382999128;node/1372052769
396;43.6902087005401;node/5530832128
397;48.6333750997832;node/6169018502
398;46.6704314002264;node/3165159883
399;45.6766122003896;node/5911774847
400;44.571882700526;way/181453252
401;45.7809298003751;node/1932121674
402;46.4826420002613;node/4112090163
403;43.5504795005416;node/5398008835
404;48.0235170999321;node/25212293
405;43.9487415005343;node/7920023911
406;48.0166562999337;node/7133590852
407;44.123600000528;node/3082203724
408;-20.8910307003169;node/3357409893
409;48.5563781998022;node/661560732
410;47.3755699000813;node/6498413411
411;43.9319008005348;node/8085909713
412;43.4952233005419;node/5289833074
413;47.215722800116;node/7579161909
414;48.8781895997225;node/2913391040
415;51.0464987295411;way/76416553
416;44.9257893004751;node/1200589882
417;48.32132059986;node/3068926523
418;43.548701650913;way/34514946
419;49.148408466064;way/94431870
420;49.0494290996801;node/1359954343
421;42.6641534005252;node/8202966501
422;48.7020621997662;node/7388298286
423;43.6379434005408;node/5552059641
424;45.8983407505493;way/247961600
425;47.3215144000932;node/4126782272
426;46.9043182001807;node/391221249
427;16.2554599637114;way/44140598
428;43.70076300054;node/434302230
429;48.88817659972;node/2480989186
430;43.6832430223128;way/84763170
431;45.4739871004161;node/5707599603
432;48.8926050997189;node/7237303477
433;43.402897500542;node/2455672117
434;48.8540229997285;node/1224788504
435;-21.0159806560121;way/104449651
436;49.2532005996298;node/7888236417
437;49.4421255995837;node/835733103
438;42.1982809000786;way/297484190
439;48.6349130997828;node/7006444573
440;44.9190781004758;node/4917320572
441;48.7923842997438;node/1454697247
442;42.5092329088255;way/303878184
443;43.2374061005408;node/5605395149
444;42.78473190053;node/7846933085
445;48.8967115029985;relation/1775727
446;48.8713433935151;way/69221119
447;46.5868366002422;node/1776031922
448;45.1775607842104;way/66187491
449;43.403032800542;node/2455691260
450;43.6158102005411;node/626624083
451;49.183540099647;node/3797793252
452;47.9892054999402;node/3713785237
453;43.456237100542;node/7733922695
454;44.1144723005284;node/1339568466
455;44.6606775899414;way/113328688
456;48.9969344996931;node/6326932447
457;45.5651815004045;node/3868199587
458;48.0272846999312;node/1484320518
459;-8.91480799982353;node/4117249296
460;49.4510880995816;node/1849762945
461;44.9112463275151;way/900820584
462;48.1210695999086;node/5210415731
463;48.3483616998534;node/6082891883
464;48.8605554997269;node/7430693305
465;45.1405218004542;node/4357979268
466;49.4912058995718;node/1867064573
467;44.6835485004953;node/1955158849
468;43.9212254005351;node/4246981291
469;44.9389280004739;node/5000635319
470;43.2957019005414;node/5122237216
471;44.3820301005154;node/416087792
472;43.8317896005374;node/2043833095
473;45.9493910003502;node/1981949015
474;47.9796293999425;node/5882437004
475;44.8283484004837;node/5811700153
476;48.8639369997261;node/3265002544
477;43.5153582005418;node/766660395
478;50.3560338993741;node/5596708138
479;49.5292099995627;node/7741757222
480;50.452033599354;node/2994382338
481;44.5658793005038;node/2403177776
482;16.2573242000539;node/4740961121
483;45.7190115003838;node/8395348778
484;46.9753498001663;node/1638430421
485;45.2188616004458;node/2305007395
486;45.743696746504;way/117687700
487;49.2170814038875;way/263543645
488;45.6047568809443;way/163997181
489;48.3887969998435;node/739826145
490;48.8805665997219;node/2888185291
491;48.8062445997404;node/1559465776
492;48.8686146997249;node/5940624550
493;45.7541836003789;node/7009144933
494;48.1119491999108;node/4796807321
495;47.9981634999381;node/6124675485
496;48.5402380998062;node/514749368
497;46.0187402003396;node/1738063891
498;43.4864274005419;node/8151283036
499;43.6159316005411;node/579783686
500;43.6098015005411;node/6764130701
501;49.6287019995388;node/3645598719
502;48.8630004997263;node/1324951909
503;45.0870959004597;node/2739363574
504;-20.879356300318;node/4977576606
505;43.9807434005333;node/8387338491
506;43.6062559005412;node/616933496
507;44.6164039005003;node/5725833854
508;48.9019536997166;node/3664090856
509;45.7716851003764;node/2524683973
510;49.383288199598;node/5219534145
511;45.5570900864785;way/70531105
512;48.5676618997995;node/1731761809
513;49.5198439995649;node/2079037950
514;43.3612225005418;node/4837028242
515;45.5877419004016;node/4519285028
516;-22.2246182001689;node/4218330071
517;44.5315767005061;node/3894006800
518;47.0070588001598;node/4831510997
519;48.4630251998253;node/828739538
520;48.8027661997412;node/774899533
521;41.619929200455;node/513931358
522;47.2177685116509;way/154673173
523;45.6287065003961;node/4820170975
524;48.8103300997394;node/7769040342
525;48.3859226998442;node/7070578662
526;48.8070864997402;node/2479049323
527;44.4471617005115;node/8367415950
528;43.2923418005414;node/5269708960
529;45.9914327003438;node/7185174042
530;43.1485069005396;node/8408601717
531;43.4240530659116;way/398957008
532;45.9219141003544;node/4936435471
533;46.7822054002049;node/2267318327
534;48.1240235999079;node/3157035802
535;48.7797298997469;node/1930004931
536;50.6324029993175;node/5202358163
537;48.8709081997243;node/6494660096
538;43.248381000541;node/4426183788
539;43.6116303005411;node/251434431
540;49.870402799482;node/3634980648
541;50.1741045994134;node/6098831940
542;48.7073981699606;way/62985669
543;47.952544099949;node/4489498756
544;48.8396559997321;node/788761911
545;49.33412719961;node/7667515998
546;43.2038472005404;node/8027557715
547;45.3727629966638;way/83597376
548;46.7971608136258;way/251335118
549;48.7448413997556;node/5730015885
550;-22.2423041001667;node/5096475596
551;43.5798399005414;node/3167658903
552;44.063524481637;way/451593681
553;43.5565987005416;node/6596174541
554;49.2633896996273;node/2500820685
555;43.6002184005412;node/6995653851
556;48.8812901997218;node/887164217
557;47.1996194461204;way/96272345
558;46.1374466433539;way/90586897
559;49.9276568994688;node/7233732676
560;50.0034124994515;node/8003982945
561;50.6256411993189;node/8007833562
562;49.0169134996881;node/2431087651
563;49.0431928996816;node/1988567266
564;48.8765129997229;node/1904803342
565;-21.0593804958571;way/448603135
566;43.0115918005368;node/4590753248
567;48.8490472997297;node/534895723
568;48.5568898998021;node/2827004820
569;43.5807691505674;way/25765566
570;45.9606710003485;node/1687420761
571;50.6814881993079;node/6514851985
572;45.8222544803557;way/135795634
573;45.6246333003967;node/4646155870
574;44.8856793004788;node/6131152910
575;45.0435620234887;way/481376131
576;48.3816694998453;node/746689139
577;45.9976348726809;way/231756970
578;14.6126095998615;node/4967000028
579;46.2916034002949;node/2406487352
580;47.4363628000679;node/4947423477
581;48.8824849997215;node/8440760049
582;44.7206701558836;way/791581823
583;48.8869862997203;node/4593353989
584;45.6618594003917;node/7609042186
585;48.8299427654065;way/68761488
586;44.0330182005315;node/6203444516
587;50.1676394994148;node/7723659587
588;48.795786499743;node/3571234394
589;45.2541775112084;way/233613720
590;48.8700833997245;node/843477418
591;43.6045163005412;node/2428795390
592;44.4574018005109;node/1874994182
593;43.4830206005419;node/7769335485
594;47.2232438001144;node/3523642596
595;48.8887540997199;node/6488354648
596;46.0843856003292;node/8061758088
597;47.8766727999669;node/6670058524
598;43.3259698005416;node/2511733863
599;48.8195544997371;node/6789027159
600;44.6090587005008;node/1777390258
601;48.8417802997315;node/1814540739
602;42.6333351773153;way/64069680
603;48.8745855997234;node/515142905
604;43.9283833005349;node/3683033023
605;48.0849691999173;node/2984828087
606;47.2698781001043;node/5758340522
607;43.5033867005419;node/8157330733
608;43.6040763005412;node/2459885206
609;43.70143370054;node/5428870331
610;45.4671353004169;node/6027364716
611;45.5637902004047;node/6423633559
612;43.5547553005416;node/3265739894
613;43.2772355005413;node/3667857238
614;43.7018543005399;node/7342805253
615;45.5648582004045;node/3868199591
616;47.5845642000345;node/7204376458
617;48.7175999997623;node/25212739
618;48.4726202998229;node/6774740191
619;47.4889130000561;node/5893572024
620;47.9539411999486;node/6642883286
621;47.6272212000248;node/5231028791
622;45.0831753572982;way/703445142
623;48.0663761953087;way/145688274
624;46.2632264002998;node/4339117571
625;45.644618500394;node/4059877021
626;-12.7925532001914;node/8390645120
627;45.6503404003932;node/1736347551
628;44.8282147004837;node/1881716667
629;50.1747042994132;node/7658261068
630;48.8808915997218;node/819866707
631;48.6673599997748;node/4618709441
632;43.6448861236309;way/64411614
633;43.8126440005379;node/4005783216
634;48.8459543997305;node/532031656
635;48.7567216431265;way/177515896
636;43.4635014029501;way/126840503
637;46.1247130003227;node/1839142006
638;43.5841859005414;node/4066697113
639;49.4310234995864;node/5981860360
640;43.3077243316702;way/62908166
641;45.5978646004002;node/7816207059
642;43.0273041005372;node/4980778038
643;48.3083617102257;way/73126892
644;45.9399339003517;node/5728655710
645;46.3600415002831;node/4386807000
646;44.7106916004933;node/5856769887
647;48.856111999728;node/8016758885
648;45.6964121003869;node/7891452397
649;48.8696663997246;node/1490922357
650;43.2453606005409;node/5519253226
651;44.6507161004978;node/6293719985
652;44.7854609004873;node/8097809025
653;48.8085914997398;node/8321110810
654;45.0669896004617;node/3028757118
655;43.1363639005394;node/6012519086
656;48.7006501997665;node/3465411539
657;45.1416678004541;node/5203748427
658;48.8794468997222;node/822951124
659;48.84815399973;node/2926035001
660;42.5057687005179;node/3679128255
661;45.1557625482154;way/80993343
662;43.7111896005398;node/4200457235
663;50.6359883673549;way/41444174
664;46.7349849002141;node/6372158478
665;50.6948411993054;node/2519012194
666;46.6406995002321;node/1888845082
667;48.7498123997544;node/7563137067
668;48.8808425997219;node/4879415729
669;48.8451888997307;node/1054730997
670;45.0698540004614;node/2594529457
671;45.7802883003752;node/6278958986
672;46.1301832003218;node/8473742311
673;48.069870299921;node/6490601702
674;47.8877926999643;node/4441379589
675;47.3182140000939;node/2648562754
676;47.8552393999719;node/3616406558
677;48.8896623128195;way/852664375
678;48.8869585997204;node/5331770660
679;44.2058910005245;node/3177427761
680;48.3565782998514;node/7380687210
681;45.7731169003762;node/2297038053
682;43.2615780005411;node/2297261873
683;43.9675268005337;node/8210552480
684;47.4548591000637;node/1561075799
685;47.9008846999612;node/3413379312
686;48.0851802999173;node/3618284527
687;47.266830700105;node/5825011254
688;-20.8790272003181;node/3106354457
689;43.2934450005414;node/8017165992
690;49.4991431995699;node/5002713413
691;48.8448188997308;node/3880870021
692;47.0225078001566;node/5580252923
693;45.7557348003787;node/2284359916
694;43.4593875868322;way/222183523
695;45.8741223003616;node/1559149035
696;49.0203579996873;node/1377782762
697;48.346259449876;way/249891077
698;4.88745299951496;node/3699172496
699;46.4673545003418;way/107598580
700;48.040432999928;node/1256679777
701;43.2992707005414;node/4405959287
702;45.8927974498113;way/376970903
703;44.9377088381021;way/72753178
704;47.3398209000892;node/7473197370
705;48.7790218997471;node/3169046224
706;48.8826721997214;node/3421390896
707;48.5895475997941;node/6612642789
708;48.8657394997256;node/7431585944
709;48.625866604475;way/65678908
710;46.3103203002917;node/5948718385
711;45.1251650004558;node/6051359007
712;46.7751634002063;node/3689689008
713;48.8467116997303;node/2162624279
714;50.3880830937131;way/327073542
715;46.2105984003212;way/727861481
716;44.7831180004875;node/7266865958
717;50.6449623993151;node/7984585873
718;45.3463125004315;node/4214939962
719;-20.8742561003185;node/4976070809
720;49.2721916996252;node/7529563953
721;43.6375823005408;node/7910008540
722;48.8832571997213;node/5451663767
723;48.843976699731;node/3761282002
724;45.2074847198204;way/5198521
725;45.1916324004488;node/3048042860
726;48.6956724997678;node/7035643548
727;45.1457003004537;node/3071898427
728;48.7427089997561;node/7593524297
729;46.9087992001798;node/8420239136
730;4.89848369951415;node/4422339993
731;46.2179261003074;node/7087151467
732;46.619723300236;node/2742056847
733;49.4289877995869;node/3635351814
734;49.2917228343198;way/198498986
735;49.2932507913631;way/87858683
736;49.0735999996741;node/876063323
737;48.8633952997262;node/4481637457
738;49.2629879996274;node/7565526395
739;48.7678503997499;node/1537125154
740;-21.3407506002715;node/6266596725
741;43.5108308005418;node/1809698358
742;42.4868074005169;node/6635875005
743;48.8728667997238;node/7732312283
744;-20.8946138003166;node/5346710335
745;47.8400360999755;node/5287289807
746;46.0662795003321;node/4586847286
747;44.7706908836764;way/230328509
748;47.8756748999671;node/4489533058
749;48.8466556997303;node/8222344141
750;43.2955247005414;node/2390584441
751;49.2668559996265;node/6867082245
752;48.9299244997097;node/4404961195
753;44.5083392005077;node/5643605549
754;43.452529900542;node/3717258725
755;44.3611107005165;node/4756665327
756;48.8817529997216;node/1787090215
757;45.7454840003801;node/3147991755
758;48.5862732997948;node/5381414721
759;47.6059744000297;node/1167753277
760;47.5904702000332;node/1901922468
761;51.0336370992436;node/5327244621
762;48.2144034640677;way/62769368
763;48.936692399708;node/3482630906
764;44.7993198004861;node/4446124330
765;46.7478256002116;node/5669358600
766;48.4164964998367;node/2270513937
767;43.9990577005327;node/1787031452
768;49.0961044996685;node/7457736799
769;45.9369943003521;node/7386330200
770;43.8466090005371;node/1692221677
771;48.5148516998125;node/2260732964
772;45.9362944003523;node/6631839712
773;49.4266488763208;way/65036580
774;43.441079200542;node/7973677288
775;49.191677433074;way/352436982
776;49.2500286996306;node/6593510805
777;46.7751732002063;node/3689689007
778;43.6533301005406;node/6472527101
779;48.920641599712;node/2677229458
780;48.6230115791489;way/245128017
781;48.6853884997704;node/25210493
782;49.3990502299098;way/64889745
783;46.5886911002418;node/2411501823
784;45.9098292003562;node/3232884722
785;45.5121758362904;way/63136903
786;48.5652087998001;node/6374170917
787;44.5448021005053;node/278990624
788;43.8367273005373;node/7229119434
789;43.3900108005419;node/8006282932
790;49.1170920996634;node/4611705289
791;46.2592402003004;node/2152954684
792;50.6905018993062;node/4713888372
793;48.6574534997772;node/1550134772
794;46.4825725002613;node/5890353950
795;50.1760900994129;node/7702455288
796;45.8683043003624;node/6034988680
797;43.9505724005342;node/2021469304
798;43.2815072005413;node/3374843142
799;43.1157329014851;way/680289756
800;43.7286593005395;node/3430413541
801;48.803881899741;node/2250988412
802;46.8680828001879;node/1814816599
803;45.9573765003491;node/6849841840
804;48.8856067997207;node/8101192511
805;48.4141441998373;node/2140115389
806;48.5096290341035;way/128756573
807;49.4974148995704;node/2017667694
808;48.7981486497855;way/749217987
809;49.1094255996653;node/7497213397
810;47.7944467999862;node/1251367539
811;47.3100408000956;node/2637616620
812;48.1200913601339;way/547275775
813;46.7930827002028;node/5482380228
814;43.8817390005362;node/4502601917
815;46.3505972002847;node/6828270496
816;47.3253950308474;way/858261914
817;45.1869506004493;node/6775274786
818;48.8741523997235;node/6401512927
819;47.9833409999416;node/369602508
820;-21.1702155002893;node/1505986898
821;49.3702354996012;node/2285877743
822;46.3213874002898;node/1359845103
823;48.1021926999132;node/7502002302
824;46.8383960001938;node/4438960812
825;48.8532311997287;node/7230164494
826;48.6231974581141;way/641663964
827;45.2889088004381;node/4575193282
828;45.7785253003754;node/8146801321
829;47.9953282999388;node/6296037334
830;48.8381350997325;node/994059157
831;47.8816607999657;node/3810216595
832;43.2918091005414;node/5265930115
833;44.0918019005293;node/748296059
834;45.2863495004384;node/3594310832
835;45.7763352003757;node/8078544017
836;46.6316866002338;node/4325788045
837;44.0419369129155;way/474127895
